"capabilityId","module","capabilityName","historicalStatus","codePresent","runtimeBound","active","reachable","consumerCount","operable","independentlyVerified","finalStatus","severity","breakpoint","evidence","recommendedAction"
"HTTP-9007B8981DFB","UYAP CONNECTOR","RecorderController.suggestTableColumn — POST /api/icrabot/recorder/suggest-table-column","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/icrabot.module.ts:IcrabotModule.controllers | project/apps/api/src/modules/icrabot/recorder/recorder.controller.ts:101","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-90223F98AF32","DEBTOR / BORÇLU","AddressDiscoveryController.markClientInfoRequestAsNoResponse — PUT /api/address-discovery/client-info-request/:id/no-response","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/address-discovery/address-discovery.controller.ts:101 | project/apps/api/src/modules/address-discovery/address-discovery.module.ts:AddressDiscoveryModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9048B440E4D3","SHARED PLATFORM / INFRASTRUCTURE","AiController.getPrediction — GET /api/ai/case/:caseId/predict","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/ai/ai.controller.ts:26 | project/apps/api/src/modules/ai/ai.module.ts:AiModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-90A8FBCC6D9F","UYAP CONNECTOR","BundleController.processQueuedJobs — POST /api/icrabot/bundles/scheduler/process-queue","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/bundle/bundle.controller.ts:158 | project/apps/api/src/modules/icrabot/icrabot.module.ts:IcrabotModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-90D4466C7AC5","SHARED PLATFORM / INFRASTRUCTURE","AutomationController.getCaseContext — GET /api/automation/cases/:id/context","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/automation/automation.controller.ts:44 | project/apps/api/src/modules/automation/automation.module.ts:AutomationModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-91134A67EB98","SHARED PLATFORM / INFRASTRUCTURE","DocumentController.getTemplateByCode — GET /api/documents/templates/:code","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/document/document.controller.ts:148 | project/apps/api/src/modules/document/document.module.ts:DocumentModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-914E21227109","SHARED PLATFORM / INFRASTRUCTURE","SimulationController.getRun — GET /api/incidents/:id/runs/:runId","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/calc-preview/diagnostics/simulation-api/simulation-api.module.ts:SimulationApiModule.controllers | project/apps/api/src/modules/calc-preview/diagnostics/simulation-api/simulation.controller.ts:353","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-91CD14095F93","SHARED PLATFORM / INFRASTRUCTURE","CaseLeaseController.create — POST /api/case-leases","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/case-lease/case-lease.controller.ts:14 | project/apps/api/src/modules/case-lease/case-lease.module.ts:CaseLeaseModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9230C99F0C21","SHARED PLATFORM / INFRASTRUCTURE","ExpenseRequestController.recordPayment — POST /api/expense-requests/:id/payment","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/expense-request/expense-request.controller.ts:189 | project/apps/api/src/modules/expense-request/expense-request.module.ts:ExpenseRequestModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9238787E983B","SHARED PLATFORM / INFRASTRUCTURE","SimulationController.simulate — POST /api/incidents/:id/simulate","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/calc-preview/diagnostics/simulation-api/simulation-api.module.ts:SimulationApiModule.controllers | project/apps/api/src/modules/calc-preview/diagnostics/simulation-api/simulation.controller.ts:94","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-928B887A8B5B","SHARED PLATFORM / INFRASTRUCTURE","ExpenseRequestController.createStageExpenses — POST /api/expense-requests/case/:caseId/stage/:stageCode","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/expense-request/expense-request.controller.ts:137 | project/apps/api/src/modules/expense-request/expense-request.module.ts:ExpenseRequestModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-92BF02709BF0","SHARED PLATFORM / INFRASTRUCTURE","SeedController.seedOffice — POST /api/seed/office","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/v28-engine/v28-engine.module.ts:V28EngineModule.controllers | project/apps/api/src/modules/seed/seed.controller.ts:76 | project/apps/api/src/modules/seed/seed.module.ts:SeedModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-92CC12A3DDE0","SHARED PLATFORM / INFRASTRUCTURE","ExchangeRateController.getHistoricalRate — GET /api/exchange-rate/historical","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/exchange-rate/exchange-rate.controller.ts:45 | project/apps/api/src/modules/exchange-rate/exchange-rate.module.ts:ExchangeRateModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-92E8809F2D57","SHARED PLATFORM / INFRASTRUCTURE","LimitationEngineController.checkLimitation — POST /api/limitation-engine/check","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/limitation-engine/limitation-engine.controller.ts:124 | project/apps/api/src/modules/limitation-engine/limitation-engine.module.ts:LimitationEngineModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-930960E631A4","SHARED PLATFORM / INFRASTRUCTURE","CalcPreviewController.getMetrics — GET /api/calc/metrics","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/calc-preview/calc-preview.controller.ts:143 | project/apps/api/src/modules/calc-preview/calc-preview.module.ts:CalcPreviewModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-933A772BF6D4","CLIENT / MÜVEKKİL","ClientNotificationController.createDefaultTemplates — POST /api/client-notifications/templates/create-defaults","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/client-notification/client-notification.controller.ts:134 | project/apps/api/src/modules/client-notification/client-notification.module.ts:ClientNotificationModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9365899D0069","SHARED PLATFORM / INFRASTRUCTURE","CalcPreviewController.downloadTrace — GET /api/calc/trace/:traceId/download","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/calc-preview/calc-preview.controller.ts:401 | project/apps/api/src/modules/calc-preview/calc-preview.module.ts:CalcPreviewModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-93A10CC91808","CLIENT / MÜVEKKİL","PortalController.deleteDocument — DELETE /api/portal/documents/:id","IMPLEMENTED | MERGED","true","true","","true","1","","false","UNKNOWN_REQUIRES_EVIDENCE","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/portal/portal.controller.ts:329 | project/apps/api/src/modules/portal/portal.module.ts:PortalModule.controllers","COLLECT_MISSING_EVIDENCE"
"HTTP-93B29E133D81","SHARED PLATFORM / INFRASTRUCTURE","CaseJudgmentController.update — PUT /api/case-judgments/:id","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/case-judgment/case-judgment.controller.ts:41 | project/apps/api/src/modules/case-judgment/case-judgment.module.ts:CaseJudgmentModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-93BD6415201C","UYAP CONNECTOR","UyapController.queryDebtorAssets — POST /api/uyap/debtor/assets","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/uyap/uyap.controller.ts:183 | project/apps/api/src/modules/uyap/uyap.module.ts:UyapModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-93E55D2BB24E","SHARED PLATFORM / INFRASTRUCTURE","SeedController.seedPublicInstitutions — POST /api/seed/public-institutions","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/v28-engine/v28-engine.module.ts:V28EngineModule.controllers | project/apps/api/src/modules/seed/seed.controller.ts:88 | project/apps/api/src/modules/seed/seed.module.ts:SeedModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-93EC3CF4F5F3","CLIENT / MÜVEKKİL","PortalController.forgotPassword — POST /api/portal/forgot-password","IMPLEMENTED | MERGED","true","true","","true","1","","false","UNKNOWN_REQUIRES_EVIDENCE","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/portal/portal.controller.ts:68 | project/apps/api/src/modules/portal/portal.module.ts:PortalModule.controllers","COLLECT_MISSING_EVIDENCE"
"HTTP-94097C0C7125","UYAP CONNECTOR","IcrabotController.getDashboard — GET /api/icrabot/dashboard","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/icrabot.controller.ts:28 | project/apps/api/src/modules/icrabot/icrabot.module.ts:IcrabotModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-943F0F67FDFC","SHARED PLATFORM / INFRASTRUCTURE","AiController.generateFromTemplate — POST /api/ai/document/template/:templateCode","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/ai/ai.controller.ts:108 | project/apps/api/src/modules/ai/ai.module.ts:AiModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-94F0F50A9789","CLIENT / MÜVEKKİL","ClientIntakePromotionController.promoteSoft — POST /api/client-intake-fields/:fieldId/promote-soft","MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/client-intake-promotion/client-intake-promotion.controller.ts:47 | project/apps/api/src/modules/client-intake-promotion/client-intake-promotion.module.ts:ClientIntakePromotionModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-95895125DDA0","AUTH / TENANT / SECURITY","UserInviteController.revoke — POST /api/auth/invites/:id/revoke","MERGED","true","true","","true","1","","false","UNKNOWN_REQUIRES_EVIDENCE","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/auth/auth.module.ts:AuthModule.controllers | project/apps/api/src/modules/auth/invite/user-invite.controller.ts:46","COLLECT_MISSING_EVIDENCE"
"HTTP-95A74D67C566","OFFICE / AVUKAT-PERSONEL","LawyerController.updateOrder — PUT /api/lawyers/order/update","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/lawyer/lawyer.controller.ts:184 | project/apps/api/src/modules/lawyer/lawyer.module.ts:LawyerModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9679D54DEEC3","SHARED PLATFORM / INFRASTRUCTURE","ExecutionOfficeController.create — POST /api/execution-offices","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/execution-office/execution-office.controller.ts:35 | project/apps/api/src/modules/execution-office/execution-office.module.ts:ExecutionOfficeModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-96BEE9E04A9A","RECEIVABLE / ALACAK","FeeEngineController.getInterestRate — GET /api/fee-engine/interest-rate","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/fee-engine/fee-engine.controller.ts:186 | project/apps/api/src/modules/fee-engine/fee-engine.module.ts:FeeEngineModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9752FA0A3683","SHARED PLATFORM / INFRASTRUCTURE","TemplateEngineController.downloadUdfFromCase — GET /api/template-engine/case/:caseId/udf/download","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/template-engine/template-engine.controller.ts:494 | project/apps/api/src/modules/template-engine/template-engine.module.ts:TemplateEngineModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9798D23E2400","SHARED PLATFORM / INFRASTRUCTURE","MessageTemplateController.findAll — GET /api/message-templates","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/message-template/message-template.controller.ts:16 | project/apps/api/src/modules/message-template/message-template.module.ts:MessageTemplateModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-97B0A0A04F50","UYAP CONNECTOR","IcrabotController.getUyapScreen — GET /api/icrabot/ui-map/screens/:screenId","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/icrabot.controller.ts:313 | project/apps/api/src/modules/icrabot/icrabot.module.ts:IcrabotModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-97FECCE96A81","RECEIVABLE / ALACAK","InterestEngineController.calculate — POST /api/interest-engine/calculate","IMPLEMENTED | MERGED","true","true","","true","1","","false","UNKNOWN_REQUIRES_EVIDENCE","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/interest-engine/interest-engine.controller.ts:168 | project/apps/api/src/modules/interest-engine/interest-engine.module.ts:InterestEngineModule.controllers","COLLECT_MISSING_EVIDENCE"
"HTTP-98087E03D40E","DEBTOR / BORÇLU","ThirdPartyController.deleteThirdParty — DELETE /api/third-parties/:id","CANONICAL | IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/debtor/debtor.module.ts:DebtorModule.controllers | project/apps/api/src/modules/debtor/third-party.controller.ts:64","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-983965CA33F8","CLIENT / MÜVEKKİL","PortalController.sendMessage — POST /api/portal/messages","IMPLEMENTED | MERGED","true","true","","true","1","","false","UNKNOWN_REQUIRES_EVIDENCE","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/portal/portal.controller.ts:398 | project/apps/api/src/modules/portal/portal.module.ts:PortalModule.controllers","COLLECT_MISSING_EVIDENCE"
"HTTP-9849BDED552A","UYAP CONNECTOR","BundleController.validateBundle — POST /api/icrabot/bundles/:id/validate","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/bundle/bundle.controller.ts:115 | project/apps/api/src/modules/icrabot/icrabot.module.ts:IcrabotModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-986EFF9A0428","SHARED PLATFORM / INFRASTRUCTURE","ExecutionOfficeController.findOne — GET /api/execution-offices/:id","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/execution-office/execution-office.controller.ts:26 | project/apps/api/src/modules/execution-office/execution-office.module.ts:ExecutionOfficeModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-98FDD715AA67","SHARED PLATFORM / INFRASTRUCTURE","TariffController.markNotificationAsRead — POST /api/tariffs/gazette/notifications/:id/read","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/tariff/tariff.controller.ts:104 | project/apps/api/src/modules/tariff/tariff.module.ts:TariffModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-998B31DAB699","CLIENT / MÜVEKKİL","ClientOffsetController.create — POST /api/client-offsets","IMPLEMENTED | MERGED","true","true","true","true","1","","false","BOUND_DORMANT","P2","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/client-settlement/client-offset.controller.ts:59 | project/apps/api/src/modules/client-settlement/client-settlement.module.ts:ClientSettlementModule.controllers","VERIFY_ACTIVATION_AUTHORITY_AND_DEPLOYED_VALUE"
"HTTP-99C88AF704A5","SHARED PLATFORM / INFRASTRUCTURE","MetricsAggregatorController.getMetrics — GET /api/metrics","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/metrics-aggregator/metrics-aggregator.controller.ts:40 | project/apps/api/src/modules/metrics-aggregator/metrics-aggregator.module.ts:MetricsAggregatorModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-99FAFB71C11E","OFFICE / AVUKAT-PERSONEL","OfficeApprovalController.approve — POST /api/office-approvals/:id/approve","MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/office-approval/office-approval.controller.ts:105 | project/apps/api/src/modules/office-approval/office-approval.module.ts:OfficeApprovalModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9A2D6C9F02A0","CLIENT / MÜVEKKİL","PortalController.getFinancialDisclosureHistory — GET /api/portal/financial-disclosures/history","IMPLEMENTED | MERGED","true","true","","true","1","","false","UNKNOWN_REQUIRES_EVIDENCE","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/portal/portal.controller.ts:131 | project/apps/api/src/modules/portal/portal.module.ts:PortalModule.controllers","COLLECT_MISSING_EVIDENCE"
"HTTP-9AF6B64B83AB","RECEIVABLE / ALACAK","ClaimItemController.addExpense — POST /api/claim-items/case/:caseId/add-expense","CANONICAL | IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/claim-item/claim-item.controller.ts:132 | project/apps/api/src/modules/claim-item/claim-item.module.ts:ClaimItemModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9B054638E269","DEBTOR / BORÇLU","AddressController.removeRiskFlag — DELETE /api/addresses/:addressId/risk-flags/:flag","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/debtor/address.controller.ts:93 | project/apps/api/src/modules/debtor/debtor.module.ts:DebtorModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9B3E4958E198","CLIENT / MÜVEKKİL","ClientIntelStatementController.listByCase — GET /api/client-intel-statements/case/:caseId","MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/client-intel-statement/client-intel-statement.controller.ts:67 | project/apps/api/src/modules/client-intel-statement/client-intel-statement.module.ts:ClientIntelStatementModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9B93CD3E9989","RECEIVABLE / ALACAK","InterestEngineController.preview — POST /api/interest-engine/preview","IMPLEMENTED | MERGED","true","true","","true","1","","false","UNKNOWN_REQUIRES_EVIDENCE","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/interest-engine/interest-engine.controller.ts:256 | project/apps/api/src/modules/interest-engine/interest-engine.module.ts:InterestEngineModule.controllers","COLLECT_MISSING_EVIDENCE"
"HTTP-9BA8C01D433B","SHARED PLATFORM / INFRASTRUCTURE","MessageTemplateController.seedDefaults — POST /api/message-templates/seed","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/message-template/message-template.controller.ts:63 | project/apps/api/src/modules/message-template/message-template.module.ts:MessageTemplateModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9BA9D3372FC9","UYAP CONNECTOR","UyapController.getRequestHistory — GET /api/uyap/history","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/uyap/uyap.controller.ts:191 | project/apps/api/src/modules/uyap/uyap.module.ts:UyapModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9BA9F4BDA146","SHARED PLATFORM / INFRASTRUCTURE","CalcPreviewController.getRateLimitStatus — GET /api/calc/rate-limit/status","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/calc-preview/calc-preview.controller.ts:221 | project/apps/api/src/modules/calc-preview/calc-preview.module.ts:CalcPreviewModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9BAFB70C0C1D","CLIENT / MÜVEKKİL","DispositionController.post — POST /api/collection-dispositions/:id/post","MERGED","true","true","true","true","1","","false","BOUND_DORMANT","P2","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/client-settlement/client-settlement.module.ts:ClientSettlementModule.controllers | project/apps/api/src/modules/client-settlement/disposition.controller.ts:92","VERIFY_ACTIVATION_AUTHORITY_AND_DEPLOYED_VALUE"
"HTTP-9BB60F36C094","SHARED PLATFORM / INFRASTRUCTURE","LookupController.getAllLookups — GET /api/lookups","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/lookup/lookup.controller.ts:12 | project/apps/api/src/modules/lookup/lookup.module.ts:LookupModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9BE7215C0687","SHARED PLATFORM / INFRASTRUCTURE","ExpenseRequestController.sendExpenseEmail — POST /api/expense-requests/:id/send-email","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/expense-request/expense-request.controller.ts:269 | project/apps/api/src/modules/expense-request/expense-request.module.ts:ExpenseRequestModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9C353FF8464F","RECEIVABLE / ALACAK","ClaimEngineController.getClaimItemTemplates — GET /api/claim-engine/templates/:subCategory","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/claim-engine/claim-engine.controller.ts:72 | project/apps/api/src/modules/claim-engine/claim-engine.module.ts:ClaimEngineModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9C65208AFFDB","RECEIVABLE / ALACAK","InterestEngineController.getCaseBalance — GET /api/interest-engine/case/:caseId/balance","IMPLEMENTED | MERGED","true","true","","true","1","","false","UNKNOWN_REQUIRES_EVIDENCE","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/interest-engine/interest-engine.controller.ts:128 | project/apps/api/src/modules/interest-engine/interest-engine.module.ts:InterestEngineModule.controllers","COLLECT_MISSING_EVIDENCE"
"HTTP-9C6951603B53","SHARED PLATFORM / INFRASTRUCTURE","ValidationGateController.validateAllGates — POST /api/validation-gate/:caseId/validate-all","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/validation-gate/validation-gate.controller.ts:40 | project/apps/api/src/modules/validation-gate/validation-gate.module.ts:ValidationGateModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9C6A22D08270","CLIENT / MÜVEKKİL","ClientApprovalController.listByCase — GET /api/client-approvals/case/:caseId","MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/client-approval/client-approval.controller.ts:77 | project/apps/api/src/modules/client-approval/client-approval.module.ts:ClientApprovalModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9CAA73987B93","RECEIVABLE / ALACAK","ClaimEngineController.calculatePenalty — POST /api/claim-engine/calculate-penalty","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/claim-engine/claim-engine.controller.ts:128 | project/apps/api/src/modules/claim-engine/claim-engine.module.ts:ClaimEngineModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9D336C598D07","SHARED PLATFORM / INFRASTRUCTURE","CaseCollateralController.update — PUT /api/case-collaterals/:id","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/case-collateral/case-collateral.controller.ts:41 | project/apps/api/src/modules/case-collateral/case-collateral.module.ts:CaseCollateralModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9D55F672D948","UYAP CONNECTOR","AdminController.getJobs — GET /api/icrabot/admin/jobs","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/admin/admin.controller.ts:155 | project/apps/api/src/modules/icrabot/icrabot.module.ts:IcrabotModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-9D9F23F670B5","CLIENT / MÜVEKKİL","PortalController.getMessages — GET /api/portal/messages","IMPLEMENTED | MERGED","true","true","","true","1","","false","UNKNOWN_REQUIRES_EVIDENCE","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/portal/portal.controller.ts:388 | project/apps/api/src/modules/portal/portal.module.ts:PortalModule.controllers","COLLECT_MISSING_EVIDENCE"
"HTTP-9E680E6272C8","UYAP CONNECTOR","OpsController.getQueueDashboard — GET /api/icrabot/ops/queue-dashboard","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/icrabot.module.ts:IcrabotModule.controllers | project/apps/api/src/modules/icrabot/ops/ops.controller.ts:62","ADD_REPRESENTATIVE_L6_VERIFICATION"
